cookie	28040,18193,03206,18158,18159,18528,18152,18150,18151,18156,18157,18154,18155,28054,28055,28056,28057,28052,28053,28058,28059,28106,28107,18421,28102,28103,28218,28219,28216,28217,28214,28212,28213,28108,28211,18167,18166,18165,18164,18163,18529,18161,18160,18562,18630,18168,18190,08017,28045,18191,18524,28302,28027,28029,28028,28043,28073,28132,28229,28228,28044,28223,28221,28220,28227,28226,28225,18170,18171,18172,18173,18174,18175,18176,18177,18178,18179,28309,18377,18537,28131,18378,18993,28032,28033,28030,28031,28036,28037,28034,28035,28039,42183,28130,28128,28129,28124,28125,28126,28127,28120,28121,28122,18619,18994,18189,18188,18991,18185,18184,18187,18186,18180,18183,18182,19160,19161,28083,28082,28081,28080,28151,28150,01239,28119,18198,18199,18196,18192,18210,18213,18212,28118,21339,18422,18423,28093,28096,28098,21030,18208,18209,18206,18204,18205,18202,18200,18201,28300,28301,28269,28267,28264,28262,28261,18513,28194,28109,28061,28060,28062,21029,28289,28173,28278,28279,28165,28114,28270,28271,28272,28273,28275,28276,28277,28116,28078,28079,18527,28077,28074,28075,28072,18522,28294,18651,28293,28290,28291,18544,18547,18541,18540,28298,28299,03214,03213,18532,21413,28041,18533,28199,28198,28195,28047,28197,28196,18535,18538,18539,28048,28209,28208,28113,28169,28205,28204,28207,28206,28201,28200,28203,28202
coppa	
cordial	
corianderseed	
corn	08090,06619,42289,35239,08083,03119,03114,16561,16560,18952,11911,11910,11913,11912,11915,11914,11182,11180,11181,11184,08019,08309,08094,08092,08093,18363,08091,03120,14060,11772,11902,19419,35146,08161,11906,11907,08164,08165,11771,11770,11908,19413,35148,18412,43595,19362,04628,08020,11903,08160,35130,11901,35135,35134,08159,19351,19350,11904,06725,11905,11773,11909,03998,11775,11774,18279,35183,19349,21128,44005,21120,22973,06393,14637,11174,11502,19056,11501,04518,18282,18280,18281,11176,03934,08204,20015,20016,20091,20092,20014,14243,43312,20017,20018,20019,04666,11172,28162,11170,20317,20316,20315,20314,08580,11179,11178,11872,11871,08505,08506,35240,08508,36411,18449,11900,11499,19800,18022,43364,11177,11495,11496,11497,11168,11167,19434,08068,11656
cornflake	
cornflour	
cornmeal	35234,20325,20322,20323,20320,20020,20023,20422,20025,20522,20022,35131,20024,35137,35136,20324,36415
cornthin	
cottagecheese	
courgette	
couscou	20029,20028
crab	15142,15143,15140,15141,15227,15226,15144,21046,06034,15139,15138,15137,15136
cracker	28238,28239,18150,03209,18950,28050,28051,28188,28189,28186,28187,28110,18224,18225,18226,18227,18426,18427,18424,18223,18428,18429,18228,18229,36024,18966,18965,18962,18961,18960,28133,36025,28137,28136,28135,28134,42204,28139,28138,18985,18984,18987,18986,18981,18983,18982,18989,18988,28234,18979,28236,28237,18399,18974,18975,18976,18977,36606,36607,36604,36605,18400,36040,36608,36609,18990,18617,28241,28240,28243,28242,28245,28244,28247,28246,28249,28248,28159,28158,28157,18219,18218,18215,18214,18217,18216,18457,18173,18174,28252,28256,28257,28255,28258,28148,28149,28142,28143,28140,28141,28146,28147,28144,28145,21029,18222,18425,28302,28303,36026,28265,28308,28069,28068,28065,28064,28067,28066,18927,28063,28281,28280,28282,18233,18232,18231,18230,18236,18235,18234,28160,28161,28070,28071,28292,28235,28190,18220,18942,18949,28191,18221,18621,28049,18434,28046
cranberry	08703,14431,14430,16320,08544,43382,35030,14242,14243,35029,14038,16020,16021,08627,09078,16019,09079,09081
cream	18314,18090,01068,01069,01067,06195,06214,28188,06056,43276,08641,43274,06988,06987,04028,06340,06341,06342,43268,06101,06182,18969,01017,18962,18961,42116,11906,11907,08168,08169,06736,06483,06487,06401,06453,18373,06334,06337,06336,06333,06339,06338,06216,19219,19191,06001,06416,06410,11772,06210,06219,06243,06246,08225,42136,43450,08574,14130,06010,06218,06016,01186,06053,01180,06312,06253,06318,06256,06955,21135,01199,01053,01052,01055,01054,01056,01193,01194,28170,27034,42158,14415,42157,19228,08575,06446,08577,08576,06443,08573,19322,19323,18237,08578,19324,19325,01049,01050,12115,12116,11174,06968,01205,01206,42141,18304,18303,06456,01074,11497,06043,06201,06046,18328,06209,08104,08105,08106,08107,08100,08101,08102,08103,01178,01179
creamcheese	
crepe	
crust	21484,21485,43595,21480,21482,21483,28111,21273,21272,21271,21277,21276,21275,21274,18332,18333,21279,21278,18336,18334,18335,21505,21512,18399,18446,21496,21282,21283,21280,21281,21286,21287,21284,21285,18401,21288,21289,28112,21224,21225,21226,21227,21296,21303,21302,21301,21300,21304,21493,21492,21491,22903,21497,18402,21495,21494,21479,21478,18943,18942,18945,18947,21511,28266,21473,18946,21475,21474,21477,21476,21291,21290,21293,21292,21295,21294,21297,18948,21299,21298,21498
cucumber	11948,11946,11947,11940,11941,11205,11206,11937,35070
cuminseed	
cupcake	
curd	43299,01014,01012
currant	09084,09085,09083
curry	02015,06624,22989
custard	18316,18969,18317,19094,19168,19205,19187,19169,19231,19232,19170,03246,03245
dailybread	
dandeliongreen	
danishpastry	
date	18527,09087,42265,09421,08228
dill	11937,11947,02016,02017,02045
dip	27053,27052,27054
dough	18013,18012,18338,18358,18015,18014,18357,28165,18635,18634,18633,18631,18630,18164,18163,18188,18206,18187,18205,18183,18182,18629,18017
dragonfruit	
dressing	04027,21056,04114,04026,21349,43598,04686,04018,43215,43019,01058,04144,04013,04133,04640,04135,04641,04689,04688,43017,43016,43015,04011,42230,04016,04635,04141,43331,04367,04142,04145,42137,42140,04143,04638,21347,21346,04025,04023,04022,04021,04020,04017,04639,04029,04028,04706,04704,04705,04539,04703,21053,21052,04146,21057,42153,21055,21054,04014,43329,42171,42193,42192,42158,42116,04636,04015,04120,43020,43021,42157
driedfruit	
driedpea	
duckfat	
durian	09422
edamcheese	
eggplant	11209,11210,43146,11783
egg	16603,21002,08411,21004,21005,21006,21007,03201,03197,35039,18317,03198,03199,01141,01140,01144,21003,20510,18368,18003,01255,01258,21104,21357,21359,19205,35040,20111,20110,20112,01129,01128,36601,18400,01123,19170,01125,01124,01127,01126,18996,18995,21117,21327,18344,21053,21329,19168,19169,01138,01139,01132,01133,01130,01131,01136,01137,01134,43285,21022,18218,20109,20409,22971,27000,01226,21383,35041,19333,21385,21307,21305,20410,01210,20098,21021,20097,20310,22953,22955,22954,01160,35158,21018,21014,21013,21012,21011,18027,18023,16598,21360,21362,18028,21411,21410,01172,01173,01171,01135
elderberry	09088
endive	11213
erythritolgranule	
favaban	
fennel	11957,02018
fig	18170,09089,09095,09094,09091,09090,09093,09092
fillet	21102,43134,36029,05623,21244,21047,36033,05625,05624
flan	19094,19231,19232,19187
flax	08560,28041,04673,08656
flaxseed	04707,08700,42231,12220
flour	19814,19812,19813,20070,18958,12170,05017,18364,12060,05093,05068,16099,16417,16416,05086,16418,18970,05050,20629,20628,20624,20623,18616,12008,12007,20024,05003,20581,05008,16157,19857,20630,05102,20481,18450,20634,20635,20636,21120,20132,20131,20130,12033,12032,16055,05036,05031,05059,20086,16100,20083,20082,20081,20080,20649,20648,20645,18945,20647,20646,20641,20640,16415,20324,20063,20090,20011,20016,20017,20018,20019,20650,18930,20316,20315,08580,18443,20084,20381,18301,05077,20129,12041,19804,20317,07076,18931,20065,20064,11413,20061,18947,16115,16116,16117,20003,16118
frenchfry	
fritter	
fructose	14060,44018,43216
fruitjuice	
garbanzobean	
garlic	18982,28160,06239,22990,06235,06236,06237,06339,28140,28145,06601,28247,22945,11215,16611,16610,02020,06222,06226,06225,06229,18963,06995,28063
gelatin	06489,19704,19702,19703,19173,19172,19177,19176,19175
ghee	
ginger	18562,11216,14136,02021
gingerale	
gooseberry	09107,09109
goudacheese	
granola	08284,08277,21381,28002,28001,08587,08218,08220,08037,08189,08054,21463,18260,18261,08627,25036
grapefruit	09118,09404,09119,14334,09121,09120,09123,09111,09125,09124,09126,09128,09112,09113,09114,09116,09117
grape	14030,03265,19873,14282,09512,09432,09431,09099,09098,09129,09097,09096,44074,09101,09100,11975,11974,14277,14142,28176,09132,09133,09130,09131,09134,09135,09444,09443
gravy	06959,06958,08444,16505,16504,06957,06119,06118,06115,06114,06116,06317,06330,06332,06319,06318,22957,06985,06124,06125,06126,06127,06120,06121,06122,06123,06331,06326,06327,06324,06325,06322,06323,06320,06321,06328,06329,06977,06999,06998,06997,06996,05286
greekyoghurt	
greenbean	
greenpea	
green	42286,11825,11822,11308,11052,11053,11054,11782,11980,11304,14070,11306,14072,11853,09148,11184,11270,11271,11272,11273,11577,11576,11575,11574,11570,11670,06220,11056,11800,11568,11569,11207,11208,09415,14071,93600,11305,11736,11731,11087,11086,11892,11893,06249,11292,11450,11451,31015,03093,03092,03091,03096,11152,11891,11814,11811,11812,11813,16085,11333,11335,11334,11337,11339,11338,11061,11060,11063,11062,11537,09132,09508,43387,11634,09195,06449,11527,43312,11329,43017,09515,11726,06962,11723,11729,06600,11557,11313,11312,11311,11310,11799,06049,06361,11253,11965,11967,09446,11968
greentea	
grub	
guacamole	21088
guava	18959,09143,09435,09140,09325,03160,09139,14613
gyro	
halibut	15038,15196,35188,15036,15037,35149
ham	21008,03289,21004,10011,07211,07213,07212,07215,07214,07217,07216,10185,10184,10899,06190,10183,10182,10893,10892,10891,10890,06050,06051,10895,10894,10955,10884,10885,10886,10887,10880,10881,10882,10883,10888,10889,10804,10802,10134,08444,06738,10136,10137,06730,06037,10879,10878,10871,10870,10873,10872,10875,10874,10877,10876,07031,07030,07033,07032,21116,21117,06728,03304,10138,06007,06414,21057,06193,43325,43327,43326,10905,10904,10907,10906,10901,10900,10903,10902,10909,10908,10865,10141,10140,10142,07026,07027,08450,10146,10149,07028,07029,10851,10916,10917,10914,10915,10912,10913,10910,10911,42128,10918,10919,10152,10153,10150,06380,07938,03008,03009,10019,10018,10013,10012,22537,10010,10017,10016,10015,10014,22962,10923,10922,10921,10920,10927,10926,10925,10924,10929,10928,07908,10167,10166,10008,10009,07906,07080,07276,07275,10868,10869,10938,10939,10934,10935,10936,10937,10931,10932,10933,03062,06451,03061,05600,06459,21013,07264,21099,10866,10867,06433
hamburger	21107,18641,21109,21108,21389,21239,21250,18350,18351,18352,21112,21113,21110,21111,11958,21114,21115,21228,21242,21240,21241,21202,21390,21393
hardcheese	
hash	22908,31028,11393,11392,11391,11390,31022,31021,21387,11370,36039,21026,21319,21144,36030
hazelnut	35233,08689,19125,16262,12121,12120,12122,04532
herb	28160,06337,06387,35078,14381,14545,28191,16558,22946,22947,11555,06235,28140,22948,28145
honey	18173,08243,18974,08476,03704,08085,04686,08081,07088,08045,21316,07215,07258,08613,08481,28019,08662,08665,03193,08645,28274,08643,08218,08057,08054,08389,07938,08071,08675,28070,08549,08560,08684,25008,19296,08309,04706,07209,04703,08211,08676,03693,03696,08614,42240,08670,08491,08610,08674,28302,08598,43570,08651,18964,08654,08655,08615,18255,08561,18436,08387,12206,08633,28157
honeydew	09184
horseradish	02055
hotdog	21118,21119,21120,18350,18351,18352
hotsauce	
hummu	16158,16137
ice	19281,19280,19283,14423,19217,28179,19387,19873,43514,14137,18522,14601
iceberglettuce	
icecream	19260,19270,19265,19089,19088,19878,19879,21333,19894,28178,19876,19877,19875,01240,01241,01242,01243,19114,28182,01237,28180,28181,01236,19882,01263,42074,43506,19881,01264,35225,43541,28179,19883,19095,19096,19880,19090,19271,19884,04659,43269,19867,21413,21412,01239,01238,19899,35001,19895,35003,28084,21028,19893,19898,18272,18271
icedtea	
jackfruit	09420,09144
jalapeno	11979,16204,31014,11632
jam	19719,43028,19297
jelly	19300,44110,19106,18256
jicama	11604,11898,11603
jimmy	
jordanalmond	
juice	19263,09383,14341,10883,09154,11540,07212,14262,14263,43404,09213,19856,09097,10893,10892,10891,10890,43408,18423,09206,09207,09072,14038,09209,09017,09016,14427,09018,10884,31010,10882,11578,43346,14064,31011,10873,14187,09273,09275,09274,03268,42119,09002,18175,14114,14119,14327,14619,11886,11885,42270,14615,14614,14617,14616,14611,14610,14613,14612,09411,09410,10924,09268,10875,10874,10876,31008,14042,31005,31007,31006,31001,31002,14334,14608,14609,14607,14238,03169,09400,09404,09409,09024,43450,14282,10904,10901,10900,10903,10902,09254,14651,09238,31018,31016,31017,31012,31013,09233,09232,09135,14633,14636,14635,03171,14431,14430,09439,09120,09123,11585,09125,09124,09126,09128,44074,09211,09210,14620,14621,14622,14623,03167,09217,09223,09221,09294,09215,09214,14426,43535,42120,11531,10923,43382,09130,09508,10927,10926,10925,42266,10928,09507,09506,14618,03178,03179,09219,03265,03267,03170,09043,03172,03173,03174,03175,03176,03177,03269,14242,14243,14240,14241,03001,09514,09515,09516,09517,09510,09511,09512,09513,03168,03166,09103,09452,14646,14647,14645,14648,09153,09161,09160,09152,43365,09282,42267,14405,14406,09354,09444,09442,09443,11655
julienne	
kale	11792,11791,11790,11623,11622,11233,11234,11235,11236
kebab	
ketchup	
kettle	
kettlecorn	
kidneybean	
kiwi	14618,14609
kiwifruit	09148,09445
kohlrabi	11793,11241,11242
kumquat	09149
lamb	17040,17009,17405,17404,17001,17003,17002,17005,17407,17007,17006,17258,17043,17406,17259,17401,17400,17367,17292,17403,17402,17211,17391,17362,17399,17319,17018,17019,17409,17408,17318,17012,17013,17010,17011,17016,17017,17014,17015,17045,17390,17044,17363,17047,17081,17080,17083,17082,17085,17084,17087,17086,17247,17246,17245,17244,17243,17369,17241,17240,17027,17026,17025,17024,17229,17228,17021,17020,17225,17224,17227,17042,17221,17220,17029,17028,17388,17389,17418,17419,17382,17383,17380,17381,17386,03011,17384,17385,17364,17392,17288,17238,17365,17049,17239,17366,17004,17311,17310,17313,17312,17315,17314,17317,17316,17250,17251,17252,17253,17254,17255,17256,17257,17030,17031,17032,17033,17034,17249,17036,17037,17038,17039,17234,17248,17232,17233,17230,17231,17293,17423,17422,17421,17420,17394,17413,17008,17368,17242,17302,17360,17300,17301,17361,17307,17304,17305,17308,17309,17397,17209,17201,17200,17236,17206,17205,17283,17282,17281,17280,17287,17286,17285,17284,17023,17289,03010,17046,17048,17022,17035,17299,17237,17306,17396,17226,17359,17358,17355,17354,17357,17356,17353,17056,17057,17054,17055,17052,17053,17050,17051,17294,17295,17296,17297,17290,17291,17058,17059,17235,17062,17328,17329,17320,17321,17322,17323,17324,17325,17326,17327,17395,17064,17063,17416,17061,17060,17067,17066,17065,17417,17069,17068,17414,17415,17303,17412,17387,17214,17215,17210,17410,17199,17196,17195,17411,17192,17191,17379,17378,03066,03067,17373,17372,17371,17370,17377,17376,17375,17374,17393,17078,17079,17074,17075,17076,17077,17070,17071,17072,17073,17041,17398,11794,17261,17260,17263,17262,17265,17264,17298,17185,17186,17187
lard	04549,35185,04606,04544,35142,04002
lasagna	22977,03043,22956,36041,32010,32017,22916,32019,16594,22915,36042,22910
leek	11247,11246,11795,11624
legume	
lemon	18175,07943,19204,14137,36617,01184,10854,28037,18423,14475,18433,11972,14476,18445,18246,18529,01221,28214,19708,19331,19330,19333,19332,22947,18321,18320,09154,09156,09150,09152,09153,28227
lemonade	14543,14542,14293,14292,14287,28150,14288,28202
lentil	11249,11248,27032,16070,06037,06620,16144,16370,16069,11926
lettuce	21486,21487,21230,21126,21125,21124,21082,21210,21213,21214,21462,21461,36060,36061,21490,21260,21261,21262,11257,11252,11253,11250,11251
licorice	
limabean	
lime	06601,19280,09161,09160,09159,16258,27029
litchi	09165,09164
liver	35068,07040,07041,17203,17202,35047,17200,17204,13325,13326,13327,23424,23425,35083,04589,35060,35013,10110,35072,05150,05178,10111,17201,05177,05661,35226,17199,07014,35051,07208,07053,35023,07207,07055,07054,35088,17368,05028,05282,05143,17369,05027
loaf	07020,07021,07940,07001,07222,23480,07211,07223,23576,07062,07060,07061,18631,23571,07221,23475,07032,07224,07058,23581,07051,23566,23561,07056,13495
lobster	15148,15228,15154,15147
loquat	09174
lox	15179
lunchmeat	
lychee	
macadamianut	
macadamiaoil	
macaroni	20099,07940,20302,32014,32004,20400,32016,22919,20107,22402,22959,03090,36009,22970,22247,36040,20499,36609,03048,03044,03045,36003,32008,20108,20106,32005,20105,20102,20100,20101,36017,03089,20301,22960,36613,43432
macaroon	28205,18524,28309
maize	08648
malt	19352,28053,14083,14305,14315,14309,20131
mandarinorange	
mango	22980,03140,22979,14620,09436,09176,14086,14614,09507
maplesyrup	
margarine	04629,04628,04630,04684,04683,04668,04665,18019,04073,11383,22999,11930,04618,18165,19371,18208,19372,04610,04611,04617,04691,04692,18023,04696,32021,21363,21365,32001,32003,11371,22960,11929,11844,11843
marionberry	
marmalade	19303
marshmallow	
mashedpotato	
mayonnaise	21356,21230,21389,43598,04018,04013,04641,04011,43355,04689,21462,21461,04027,04026,04025,04029,04028,04145,04708,43329,42178,21397,21390,42138,21399
meat	35230,05309,05308,10109,10105,10104,10107,10106,10101,10100,10103,10102,05011,05010,10097,10096,05154,07044,07045,07046,07042,17221,17220,17223,17222,05307,07950,05139,35056,05134,35055,05132,05133,05130,05131,22900,13339,13338,13333,13332,13331,13330,13337,13335,13334,05002,05003,05000,05001,05006,05007,05004,05005,05008,05009,05734,05735,05736,05737,05730,05732,05733,04606,05738,05739,23480,23481,21440,21441,05181,05180,05187,21445,05185,05184,05220,05188,05227,23569,22975,22974,22977,21459,05724,16106,05357,05354,05352,05351,05358,05359,21435,21434,21437,21436,21431,21430,21433,21432,10099,10098,21439,21438,06977,17348,17346,17347,17344,17345,17342,17343,17340,17341,43390,43391,05079,05078,35161,05073,05072,05071,05070,05077,05076,05075,05074,07079,05099,05098,17188,17189,17267,17269,17268,17182,17183,17184,17185,17186,17187,05671,05672,42280,05677,05676,05679,05678,35069,17166,17167,17164,17165,17162,17163,17160,17161,22939,05093,17169,22929,23561,05117,23560,12176,12177,35011,23563,05179,12179,23477,23476,23475,23474,23473,23472,23558,23479,23478,05318,05319,05709,05708,10118,10119,05705,05704,05310,05706,05316,05700,05703,05702,21471,21470,21472,05119,07971,05111,22401,13498,36602,10876,05062,05063,05092,03021,13496,05069,13494,13495,07963,07962,05109,23557,07964,05103,05102,05101,05100,05107,05106,05105,05104,13324,13325,13326,13327,13320,13321,13322,13323,13328,13329,05039,05038,05037,05036,05035,21289,05033,05032,05031,05030,05741,05740,05215,05742,05745,05744,05747,05746,05749,05748,05219,21304,05194,05195,05196,05190,05191,05192,05193,05034,05216,05743,05363,05362,05361,03007,05717,05714,05693,05692,05691,05690,05697,05696,05695,05694,23577,03003,21428,23574,17180,17181,23575,05044,43417,05228,17153,17152,17151,17150,17157,17156,05091,05090,17159,17158,05095,05094,05097,05096,13319,13318,05064,05065,05066,05067,05060,05061,05149,05148,05147,05146,05145,05144,05068,05142,05141,05140,22937,35211,05718,05719,05716,10122,10121,05715,05712,05713,05710,05711,21469,21466,21467,21464,21465,05136,13497,36046,36041,05135,10114,36632,36631,36630,10863,17209,17208,17203,17202,17201,17200,17207,17206,17205,17204,03013,03012,03011,03010,03017,03016,03015,03014,17339,17338,17337,17336,17335,17334,17333,17332,17331,17330,05059,05058,21226,21227,23640,35162,05057,05056,05051,35170,05053,05052,13353,35160,07906,12104,23559,07082,12109,12108,05029,05200,07273,07271,07277,07276,35081,35082,23568,10112,05114,35075,35008,05110,35071,05112,05113,05296,05295,05294,05293,35079,10113,21426,21427,35229,05277,21425,10110,05688,05689,05687,05680,05681,05682,05683,23565,10111,03051,03050,10116,23564,10117,05707,05055,10115,17215,05701,05317,23567,05314,05315,05054,17211,17212,17213,23566,06223,05183,17194,05182,17218,21442,17219,21443,05186,05129,21446,05125,05124,35046,05121,05120,05123,05122,05088,05089,23578,23579,17144,17145,17146,05081,23572,05087,23570,05085,05118,05158,05159,05013,05012,05014,05151,05152,05153,35034,05155,05156,05157,05334,05336,05337,05338,05339,23562,21457,21456,05729,05728,05723,05722,05721,05720,05727,05726,05725,21458,36037,07269,23581,22915,23580,05345,05347,05346,05341,05343,05342,35049,05349,05348,22914,36624,36625,03005,05126,21035,03002,21036,07017,07949,05082,03008,03009,05083,05108,07909,07908,05048,05049,05046,35164,05045,05042,05043,05040,05041,07080,23576,13340,13341,22916,05080,12110,17147,12114,12115,12117,12118,05086,23573,17214,35175,17216,17217,17210,05084,17199,17198,17197,17196,17195,23571,17193,17192,17191,17190,05600,35007,10173,10174,10175,05050,17175,17174,17177,17176,17171,17170,17173,17172,17179,17178,05161,05160,05162,05165,05167,05166,35009,05168,05284,05285
meatball	43132,16602,22966,06228,22963,07972,22961,36038,22940,22942,36032,22912
meatloaf	43137
melon	09185,09184,09183,09181,11594,35132,11593,11895,09451
meringue	18321,18320
milk	14177,14557,03689,01060,01087,03681,03686,06359,06358,11380,11381,03965,11383,11385,06210,11387,12176,25020,18223,19157,19319,19152,14351,19279,42290,01081,04028,11934,11379,11378,14182,11371,01095,01094,01097,01096,01091,01090,01093,01092,01154,01155,01089,01151,18396,01153,19209,19208,19203,19205,19204,19207,03704,03682,18071,18073,14054,01244,42189,42185,06230,19896,01086,19212,01084,01085,01082,01083,01080,19213,19170,01088,11930,19199,06216,19219,07037,14043,19191,19190,01214,19195,11382,19214,25009,19146,06249,06248,06243,06211,01037,18024,06246,01235,11929,42131,01231,01152,18278,14016,42139,19141,18273,19189,14036,19185,01077,01026,01027,01076,01187,01184,01028,03693,14634,01107,01106,01105,01104,01103,01102,06253,06256,01109,01108,18269,01224,01222,01223,03712,01221,03711,19331,14318,01059,14316,14310,14311,14312,01110,01111,01116,14421,01118,22960,01212,01211,19223,19221,08510,19024,19026,19323,19321,19249,19325,14245,43543,12117,12118,19134,19132,19231,19232,19236,01202,01230,19256,19254,01036,19252,43369,14558,19093,14169,14083,18023,01079,01078,03685,03690,07077,07076,03694,01071,03696,21412,06201,19120,19121,19122,19123,19126,19127,01174,01175,18282,03956,11657
milkshake	28182,43078,28193,28181
millet	20032,20647,20031,43483
mincemeat	
mint	19879,28035,18991,28093,28078,28097,28223,28099,28120,19153
miso	16112
mochi	
molass	
molesauce	
mozzarella	42304,43597,36004,36012,28246,36008,22963,22961,01026,01027,01161,01271,36611,01028,01029
muesli	
mushroom	06444,06443,06442,11267,06487,06231,11240,06547,06355,11989,11265,11987,06121,11239,11269,11268,21500,11263,11261,11260,06339,06338,11243,11264,11939,06968,06549,16552,06726,06147,06122,06042,06149,11266,11950,11551,11998,06220,06003,32023,06457,06182,11993,11992,06438,06988,06043,11238,06221,11798,06322,06224,06240,06229,06044,11797,06214,27013,27034,06232,06243,06978
mussel	15164,15165
mustard	02046,11274,11799,11272,04686,11801,11800,11271,04583,04706,43144,11270,04703,11275,11273,11983,21316,02024,21313
mustardgreen	
mustardseed	
mutton	04606,35144,35145,35146,35141,35143,04520
navybean	
nectar	09403,09036,09229,09437,09436,09435,09434,09262,09408,09251,09407
nectarine	09191
noodle	03075,06405,27022,03076,03079,06482,06350,06461,03081,43373,32016,27044,32014,06018,06019,06409,20116,06465,20409,06395,20112,20310,06212,06314,27007,20110,06009,06528,20111,06497,03287,20113,06966,06989,36624,20115,20134,06982,06983,06145,03068,03069,06128,03047,06986,06343,06419,20109,20114,20510,20410,20133,06061,06062,06363,06244,27035,06365,06583,06587,20117,06585,16082,20118
nosh	
nut	19101,08243,08081,12078,12077,04646,12071,07930,08646,08645,12176,12177,12175,19406,12179,42297,35207,08491,12060,12061,12062,12063,12065,19866,19062,19104,12665,12151,12143,19301,12140,12147,12145,12144,12149,19367,25053,12588,12586,12585,01240,12142,12652,12095,12094,12097,12096,18247,12093,12154,12155,12156,43506,12099,12098,12152,25048,18994,08684,35052,35053,12644,12117,12643,12129,12128,12084,12085,12121,12120,12122,12088,12738,12632,12635,12637,12638,12737,12563,12565,12567,12138,12132,12130,12131,12137,12135,43031,19822,08614,08615,12104,12101,12100,08592,12109,12108,08045,08261,12059,12058,12195,25015,12110,12086,12695,12114,12115,12116,12087,12118,12119,08057,25006,25008,28159,08670,08676,43245,12167,12127,12204,12206,28158,12200,12202,12203
nutmeg	02025,04572
oatmeal	08249,08691,18051,08694,18179,08410,08411,08690,08417,08692,08693,18377,03689,25039,28276,08200,18039,28278,28057,03192,03193,03190,03191,08124,08642,08641,08640,28091,18200,08252,28219,18527,18178,08214,08215,28109,18040,08687,08686,08568,18184,08689,08688,18180,18183,18182,03205,28216,08245,03690,03693,08569,28041,28040,28300,28269,28072,28264,03189,18538,18513,08130,28048,08225,08436,08639,28151,08228,28207,18533,08632,08202,28203,18537
oat	08538,43495,08451,08023,08353,08352,08122,08123,08120,08121,08240,18037,14450,20132,42236,08180,18038,28019,20038,08662,04588,08128,20033,08129,20034,08218,08231,08236,08054,08210,08387,18050,08680,08685,18049,08402,25008,25045,08133,08132,18283,18345,08637,08665,18007,42240,08611,08674,08613,43570,08675,08654,08655,08049,43100,08633
offal	
oil	19710,42289,01068,04513,04648,01060,04642,19810,04646,04645,04644,43566,32021,15088,35014,04654,04026,04656,04657,04650,04651,04652,04653,04658,04659,04707,12637,15119,04700,04701,35084,04145,04146,12065,04708,12665,12538,04055,12144,04053,04030,04549,04034,04624,04037,04629,04541,04543,04544,04545,35042,04643,04135,12586,15185,15183,01003,19705,19706,42116,01067,19708,04633,04631,04634,35057,11956,12644,04044,04047,04042,04534,04536,04531,04530,04532,04128,04693,12086,42256,15124,04620,44005,12738,04685,04684,04683,15002,04528,04529,12638,04058,12737,12038,42231,12565,12567,04038,12138,28149,04628,12137,21138,31022,04612,04613,04614,04690,04060,04694,04697,01059,04699,04511,04510,04517,04516,04515,04514,04593,04592,04591,04590,04594,42158,42157,04506,04501,04502,35164,04669,04668,04665,04664,04661,04660,04663,04662,04588,04589,04584,04585,25026,04581,04582,04583,01076,35087,25014,04573,04572,35156,04678,04679,35092,04677,19809,04673,04670,04698,11391,35001,04518,04702
okra	11803,11804,11281,11280,11278,11279
oleo	
oliveoil	
olive	09193,09194,09195,07223,44005,36042,36631,28149,36047,36054,07051,36058,04708,04053
omelet	01130
onion	06446,06995,18603,06094,11806,11805,11295,06354,11326,11327,11324,36026,11983,36022,11289,02026,28188,21509,18406,18408,11288,06438,18400,11283,11282,11818,11284,11287,18407,06123,21130,11807,06340,36031,11553,11557,25022,18001,18002,06494,06222,11291,06046,06045,11285,06246,06998,28135,11292,11293,11290,11286,11296,11294,36036
orange	03178,09219,09218,14341,09213,03172,03173,03174,03175,03176,03177,14327,14323,14450,14615,19873,03226,14150,14436,03711,42270,09205,09206,09207,09200,09201,09202,09203,09209,36629,09210,19097,09220,09216,03211,09215,09383,43346,14064,09214,09211,14426,14427,15073,28170,11695,15232,19303,09452,09506
oregano	02027
oyster	15168,15169,23464,28282,06176,21048,05652,05651,06448,23428,23429,23440,05631,11987,15245,15244,15246,18426,18425,18228,15171,15170,15167,06248,06048,15231,11437
pancake	19360,18499,18295,18294,18297,18291,18290,18293,18292,18299,19113,28259,18300,18936,19720,18288,18289,19128,28305,11672,19129,28006,28005,28004,28003,18390
pancetta	
papaya	09228,09229,09226,03162,09325,03160
parsley	02029,11297,11625
parsnip	11298,11299,11808
pasta	20098,06932,06931,06734,03077,20091,20092,20093,20094,20095,20096,20097,06357,06400,32017,27021,22914,22522,22994,06239,06234,06235,06236,06237,06231,06232,06233,22944,22945,32008,32009,22943,22901,21055,22987,06223,06222,06221,06220,22984,06226,06225,06224,27033,06240,06229,06228,06976,32010,36057,06995,06994,36059,36058
pastry	18497,18494,18479,18478,18490,28182,18477,18476,18211,28193,04665,28192,18337,28163,28164,28165,28167,28168,28169,18959,18938,18939,28180,28181,18246,18247,18244,18245,18481,18482,18486,18487,18488,18489,18361,18362,28177,28176,28175,28174,28173,28172,28171,28170,28179,28178,18431,18430,18433,18435,04655
pate	07053,05282,07942,07055,07054
